,Finanzierungsart,Year,Melder,Sektor,Annex2,Empfängerland,ODA-Art,Projektbeschreibung,Organisation,Art der Organisation,ProjectNumber,Zusage,Auszahlung,ISO
3748,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,12250.0,Yes,"Developing countries, unspecified",Bil ODA,Prevention of the spread of pandemic outbreaks and disease outbreak response,International Bank for Reconstruction and Development ,World Bank Group (WB),BMZ_PEF,84545147.0,5636343.0,
3749,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,41030.0,Yes,"Developing countries, unspecified",Bil ODA,The Forest Carbon Partnership Facility (FCPF) of the World Bank is the biggest multilateral initiative to implement REDD+ (Reducing Emissions from Deforestation and Forest Degradation) with the goal to reduce emissions from deforestation and positive effects on biodiversity and social development. The FCPF consists of the Readiness Fund (Capacity Building in 40 countries) and the Carbon Fund (currently 8 countries in the pipeline to receive results based payments).,International Bank for Reconstruction and Development ,World Bank Group (WB),BMZ_FCPF_VII,169090294.0,56363431.0,
3750,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,43010.0,Yes,"Developing countries, unspecified",Bil ODA,Interlocking of bilateral and multilateral development cooperation is strengthened,United Nations Volunteers ,"United Nations (UN) agency, fund or commission",201521467,0.0,147180.0,
3751,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,24010.0,Yes,"Developing countries, unspecified",Bil ODA,"Digitization of finance services, that's why it is important for the IKZ-strategy of the BMZ",United Nations Capital Development Fund ,"United Nations (UN) agency, fund or commission",201679349,0.0,225453.9999999999,
3752,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15150.0,Yes,"Developing countries, unspecified",Bil ODA,Strengthening of the Health Sector to prevent  corruption and mismanagement with focus on the pharmaceutical sector,World Health Organisation - assessed contributions,"United Nations (UN) agency, fund or commission",201379809,0.0,225453.9999999999,
3753,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,32168.0,Yes,"Developing countries, unspecified",Bil ODA,Increase technology transfer and the appropriate implementation of the WTO Trade Facilitation Agreement through the use of intellectual property and investment regimes,United Nations Conference on Trade and Development ,"United Nations (UN) agency, fund or commission",201479898,0.0,278646.0,
3754,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,25010.0,Yes,"Developing countries, unspecified",Bil ODA,Coherent domestic policy framweworks conducive to promoting access to medicines in line with SDG 3b are implemented.,United Nations Conference on Trade and Development ,"United Nations (UN) agency, fund or commission",201679802,0.0,338181.0,
3755,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,43010.0,Yes,"Developing countries, unspecified",Bil ODA,23 or more RC offices in crisis and post-crisis countries are provided with enhanced support package,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",201279876,0.0,845451.0,
3756,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15170.0,Yes,"Developing countries, unspecified",Bil ODA,"1) political strengthening of women through enabling participation in elections and governmental decisions, 2) economic support of women living in rural areas, safekeeping of decent work, guarantee of social security and promotion of entrepreneurship of women",United Nations Entity for Gender Equality and the Empowerment of Women,"United Nations (UN) agency, fund or commission",201607019,0.0,845451.0,
3757,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,"Developing countries, unspecified",Bil ODA,"In line with the Nutrition Capacity Strengthening Plan (NCSP), this funding will be allocated to three pillars - 1) Country Demonstration Models, 2) Assessment and M&E, and 3) Research. The funding will build on earlier contributions from the German Ministry for Economic Cooperation and Development (BMZ) in these three areas and is aligned with BMZ's plan for strong cooperation for better food security and nutrition.",World Food Programme ,"United Nations (UN) agency, fund or commission",201501576,0.0,1502085.0,
3758,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,43010.0,Yes,"Developing countries, unspecified",Bil ODA,"1) strengthen civil engagement for the achievement of  the SDGs,2) provide a global platform for stakeholders'exchange of informations and opinions,3) provide targeted support for countries'campaign work",United Nations Development Programme ,"United Nations (UN) agency, fund or commission",201679836,0.0,1825231.0,
3759,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15160.0,Yes,"Developing countries, unspecified",Bil ODA,Promoting fundamental principles and rights at work in the operations of global supply chains,International Labour Organisation - Assessed Contributions,"United Nations (UN) agency, fund or commission",201795889,169089.9999999999,169089.9999999999,
3760,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,24010.0,No,"Developing countries, unspecified",Bil ODA,Financial Inclusion,"World Bank Group (WB), Other",World Bank Group (WB),200179911,169089.9999999999,428362.0,
3761,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,25010.0,Yes,"Developing countries, unspecified",Bil ODA,"On the basis of its financial support, the German Government supports and secures the active engagement and overall work of the UN Global Compact. Paid out as a voluntary contribution, global partnership activities and initiatives are supported that further the contribution of the private sector to sustainable development (MDGs / SDGs).",United Nations,"United Nations (UN) agency, fund or commission",200807024,225453.9999999999,281816.9999999999,
3762,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15114.0,Yes,"Developing countries, unspecified",Bil ODA,"The programme's focus in on capacity building, offering an integrated set of activities, including the implementation of an advanced computerized debt managament system",United Nations Conference on Trade and Development ,"United Nations (UN) agency, fund or commission",200779967b,253635.0,42273.0,
3763,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,43010.0,Yes,"Developing countries, unspecified",Bil ODA,Supporting the international community in promoting a multilateral system geared to deliver on the 2030 Agenda,OECD Development Centre ,Other multilateral institutions,201779917,338181.0,56363.0,
3764,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,41030.0,Yes,"Developing countries, unspecified",Bil ODA,"to recognize, showcase and reward successes in implementing local nature-based actions by communities and indigenous people that substantially contribute to the achievement of nature-based SDGs, and to make these solutions broadly available.",United Nations Development Programme ,"United Nations (UN) agency, fund or commission",201679976,563633.9999999999,101454.0,
3765,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,33110.0,Yes,"Developing countries, unspecified",Bil ODA,Enhance the capacities of LDC for increased national actions (policies and programmes) aimed at boosting e-commerce,United Nations Conference on Trade and Development ,"United Nations (UN) agency, fund or commission",201779909,845451.0,0.0,
3766,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,31110.0,Yes,"Developing countries, unspecified",Bil ODA,"The objective of the project is to improve knowledge for countries in planning and implementing appropriate climate action in the agriculture sectors. The Project will directly contribute to the FAO Strategic Programme 2 - Making ariculture, forestry and fisheries more productive and sustainable - and to Sustainable Development Goal (SDG) priorities in the agriculture sectors, in particular SDG 13 on Climate Action.",Food and Agricultural Organisation,"United Nations (UN) agency, fund or commission",201701358,1127269.0,0.0,
3767,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,91010.0,Yes,"Developing countries, unspecified",Bil ODA,"The Innovation Accelerator serves as a platform for identifying and developing new, innovative approaches for humanitarian transition and development projects in partner countries of the World Food Programme with the aim of providing sustainable support for the global fight against hunger.",World Food Programme ,"United Nations (UN) agency, fund or commission",201718824,2254537.0,0.0,
3768,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15170.0,Yes,"Developing countries, unspecified",Bil ODA,The project supports the WEP Secretariat to strengthen womens rights and womens economic participation,United Nations,"United Nations (UN) agency, fund or commission",201579341,0.0,112726.9999999999,
3769,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,43082.0,Yes,"Developing countries, unspecified",Bil ODA,Research of interaction between forced migration and development by means of the IBRD instrument 'Externally Financed Output,International Bank for Reconstruction and Development ,World Bank Group (WB),201540814,0.0,112726.9999999999,
3770,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,24010.0,Yes,"Developing countries, unspecified",Bil ODA,"The Global Responsible Finance Program including the Responsible Finance Forum (RFF) aims at improving cooperation, sharing expertise and knowledge leadership on resonsible finance, as well as supporting development of industry and institutional standards across the financial sector.",International Finance Corporation ,World Bank Group (WB),201579333,0.0,112726.9999999999,
3771,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15150.0,Yes,"Developing countries, unspecified",Bil ODA,Eradication of poverty and a significant reduction of inequality and exclusion,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",201679992,0.0,169089.9999999999,
3772,Beitrag für Vorhaben und sonstiges (bil. ODA),2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,52010.0,Yes,"Developing countries, unspecified",Bil ODA,Measures are carried out at state and local level by the financing of the fund to which 'Food Assistance for Assets programmes' moves in 52 countries to the strengthening of the resilience.,World Food Programme ,"United Nations (UN) agency, fund or commission",201601525,0.0,241235.0,
3773,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2017,Bundesministerium für Wirtschaftliche Zusammenarbeit und Entwicklung,15170.0,Yes,"Developing countries, unspecified",Bil ODA,SDGs are monitored and implemented in a gender-responsive manner with high quality data and evidence,United Nations Entity for Gender Equality and the Empowerment of Women,"United Nations (UN) agency, fund or commission",201579895,0.0,338181.0,
